job_id,job_title,job_link,company_name,company_link,job_location,date_posted,job_description,search_keywords,job_code
3829324452,Python Developer II,https://www.linkedin.com/jobs/view/python-developer-ii-at-winmax-3829324452?refId=MbXY9bpqfhjOfzEduJWPVQ%3D%3D&trackingId=R0aDEvQAbuSsZdag2SFfwQ%3D%3D&position=21&pageNum=2&trk=public_jobs_jserp-result_search-card,WinMax,https://www.linkedin.com/company/winmax-systems?trk=public_jobs_topcard-org-name,"Cupertino, CA",2024-02-13T14:23:53.000Z,"<strong>Title:Python Developer II, Req# 30604703<br><br></strong><strong>Location: Cupertino,CA (onsite)<br><br></strong><strong>Contract: 6+ Month<br><br></strong><strong>Job Description<br><br></strong>The Video Engineering group is looking for a python developer to work on our automation framework The candidate for this position will collaborate with data engineers, HW/SW research engineers, and project managers to write software and create automation environments for repeated tasks. You will design, develop, test, and deploy the automation solutions using python. We work on multiple, related projects requiring creativity and resourcefulness. You will be able to demonstrate your skills and expertise as we work together to innovate. We are an unusual team in how we operate, and we are looking for creative individuals and anyone with room to grow to join us. We are unusual in the sense that our work fills in a gap between Algorithm teams, Quality Assurance (QA), and User Studies. Do you think differently? Are you passionate about meaningful innovation? We often think, tinker, debate, and investigate fun problems with a high level of transparency. We also tackle a diversity of problems; as a result, work is entertaining, captivating, and exciting.<br><br>Responsibilities Include.<br><br><ul><li> Work with development teams and project managers to ideate software solutions</li><li> Design and implement the code architecture</li><li> Build the end to end framework of python, TDD preferred</li><li> Write and document effective APIs</li><li> Test software to ensure responsiveness and efficiency</li><li> Troubleshoot, debug and upgrade software</li><li> Create security and data protection</li><li> Write technical documentation<br><br></li></ul><strong>Key Qualifications<br><br></strong><ul><li> 2-3 years Python experience is required;</li><li> 2-3 years framework building experience is preferred;</li><li> Experience with Agile methodology is preferred;<br><br></li></ul>Education<br><br><ul><li> Bachelors degree required<br><br></li></ul>Language Skills<br><br><ul><li> English required.<br><br></li></ul><strong>Required Skills<br><br></strong><ul><li> Technical Skills – Require programming skills to write computer code and scripts in common computer languages, such as Javascript, Python</li><li> Suggest /Make framework enhancements to accommodate the scripting needs</li><li> Analytical skills – Analytically examine bug reports, prioritize necessary tests, and streamline application functions through automated testing processes</li><li> Attention to detail – Being detail oriented is required as you will test web and mobile applications to find ways to improve them and isolate problems</li><li> Communication skills – Strong verbal communication skills to effectively collaborate with the engineering team and create testing plans and written reports showing errors<br><br></li></ul><strong>Additional Skills<br><br></strong>iOS app development and testing is a plus<br><br>PayRate: $72-78/hr,W2",python,python-developer-ii-at-winmax-3829324452
