job_id,job_title,job_link,company_name,company_link,job_location,date_posted,job_description,search_keywords,job_code
3818800385,Python Developer - 100% Remote,https://www.linkedin.com/jobs/view/python-developer-100%25-remote-at-georgia-it-inc-3818800385?refId=YXg6aWuriLqOk%2F6CsrV57g%3D%3D&trackingId=7CSEiz4ALP%2Bx%2BMMle5ugLw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,"Georgia IT, Inc.",https://www.linkedin.com/company/georgia-it-inc-?trk=public_jobs_topcard-org-name,United States,2024-02-05T22:06:45.000Z,"<strong>Python Developer </strong> <strong> 100% Remote<br><br></strong>Duration: 12 Months<br><br>Rate: DOE<br><br><strong> US Citizens and those authorized to work in the U.S are encouraged to apply. We are unable to sponsor at this time.<br><br></strong><strong>Job Description<br><br></strong>Our Python Developer in our Data Analysis group will be a problem solver and a self-starter working on insights and generating actionable data models to support our business. You will work on reporting that supports the business, insights and machine learning that helps grow the business, and implementations that are leveraged by our group at-large.<br><br><strong>Responsibilities<br><br></strong>Manage the entire analysis process from preparing data to presenting insights through data visualization across several concurrent projects. Work on Client models in a variety of technical environments.<br><br><strong>Skills<br><br></strong><ul><li> Deep understanding of Python programming</li><li> Pandas, Numpy, Matplotlib, SciKit Python libraries</li><li> Should have experience with Machine Learning</li><li> Understanding of the use of data models in contemporary data storage technologies and reporting</li><li> Familiarity with PowerBI</li><li> Understanding of Agile/Scrum framework</li><li> Microsoft Experience a plus</li></ul>",python,python-developer-100%25-remote-at-georgia-it-inc-3818800385
