id,song_name,artist_names,album_name,lyrics
2gi4stMxjTzP10fUaU0U4t,Intro,Daddy Yankee,4pLuE50wL9T26lSv42X0J2,"9 contributorsintro lyricsletra de intro

intro gavilán
nací en donde la vida me ha hecho hombre
acorralao de gente buena
entusiasmao por la idea de ser grande
evadiendo el dolor y la pena
nací entre calles oscuras nací en donde vivo
nací en donde sin duda para mucha gente está prohibido
aquí he soñao con la vida aquí he jugao con la suerte
aquí la maldad está prohibida entre nosotros entre mi gente
lo llamo barrio con orgullo
lo llaman barrio los de afuera
y el honor por nacer aquí me lo atribuyo
yo que soy quien soy a mi manera
de barrio pero de barrio fino como mi gente
gente que lucha gente que siente
yo no soy de un barrio a la deriva sin destino
no yo soy de barrio pero de un barrio fino
y de ahí nace un joven
que no sabía lo que le tenía preparado el destino
destino que lo llevó hasta la música
la cual le ha dado grandes satisfacciones y grandes galardones
pero ninguno de ellos tiene tanto significado para él
como lo ha sido el cariño y el respeto de su público
yankee usted tiene la última palabrayou might also likeembed"
