id,song_name,artist_names,album_name,lyrics
1czhAnpBVEcFN9DTLAsfAQ,One They Fear,Jeremy Soule,25r7pEf31viAbsoVHC6bQ4,"4 contributorsone they fear lyricsdovahkiin dovahkiin
naal ok zin los vahriin
wah dein vokul mahfaeraak ahst vaal
ahrk fin norok paal graan
fod nust hon zindro zaan
dovahkiin fahembed"
