id,song_name,artist_names,album_name,lyrics
52fqquVYihRW17ySEcy5mA,Monkey Man,Amy Winehouse,0E4xv5gPjykrwBgBZzI8XG,"14 contributorsmonkey man lyricsay ay ay ay ay ay
hugging up the big monkey man
ay ay ay ay ay ay
hugging up the big monkey man

never saw you i only heard of you
hugging up the big monkey man
i never saw you i only heard of you
hugging up the big monkey man

its your lie its your lie
hugging up the big monkey man
its your lie its your lie
hugging up the big monkey man

now i know that now i understand
hugging up the big monkey man
now i know that now i understand
hugging up the big monkey man

lalala lalala
hugging up the big monkey man
lalala lalala
hugging up the big monkey man

ay ay ay ay ay ay
hugging up the big monkey man
ay ay ay ay ay ay
hugging up the big monkey man
you might also likenever saw you i only heard of you
hugging up the big monkey man
i never saw you i only heard of you
hugging up the big monkey man

its your lie its your lie
hugging up the big monkey man
its your lie its your lie
hugging up the big monkey man

now i know that now i understand
hugging up the big monkey man
now i know that now i understand
hugging up the big monkey man

lalala lalala
hugging up the big monkey man
lalala lalala
hugging up the big monkey man1embed"
